Unnamed: 0,Tenure,Gender,EducationLevel,LoanStatus,NetPromoterScore,TransactionFrequency,Surname,Age,Geography,ComplaintsCount,HasCrCard,EstimatedSalary,IsActiveMember,AvgTransactionAmount,CustomerSegment,MaritalStatus,DigitalEngagementScore,ID,CreditScore,SavingsAccountFlag,Balance,NumOfProducts,Exited
3793,,Male,High School,No loan,9.0,,,41.0,Spain,,,32430.94,0.0,63.5734478218454,,Married,48.0,4024.0,747.0,,0.0,1.0,1
3794,,Male,University,No loan,,,Grant,37.0,,0.0,0.0,199693.84,1.0,128.988232161208,Mass Market,Married,,3246.0,850.0,1.0,122506.38,1.0,1
3796,8.0,,,,,27.0,Hartley,31.0,Germany,,1.0,,1.0,,Mass Market,Married,66.0,,,1.0,,1.0,0
3797,,Female,University,No loan,9.0,,Oliver,,Germany,,,,0.0,113.897410130389,Mass Market,Married,51.0,3883.0,805.0,,116585.97,,1
3798,,Male,High School,,9.0,,Gallo,43.0,Spain,,1.0,,1.0,125.197591236376,Mass Market,Married,57.0,,760.0,1.0,175735.5,1.0,0
3799,4.0,,High School,No loan,,,,38.0,Spain,0.0,1.0,,0.0,97.3519989483016,Mass Market,,59.0,174.0,662.0,,,2.0,0
3800,9.0,,High School,,5.0,35.0,Bufkin,75.0,Germany,0.0,0.0,105425.18,1.0,,Affluent,,53.0,,511.0,1.0,105609.17,1.0,0
3801,7.0,,University,,8.0,22.0,Niu,,Spain,0.0,1.0,18461.9,0.0,79.4251244588782,Mass Market,Married,,641.0,,1.0,0.0,2.0,0
3802,3.0,Female,,Default risk,,33.0,Hsieh,30.0,France,4.0,1.0,116692.8,0.0,135.541953559148,,Widowed,,,,0.0,0.0,2.0,0
3803,7.0,Female,,Active loan,3.0,42.0,Hawkins,40.0,Spain,,1.0,141652.2,0.0,97.6198911502901,,,,6174.0,792.0,,0.0,1.0,0
3804,8.0,Female,High School,Active loan,,33.0,Marino,23.0,Spain,0.0,1.0,56759.79,,93.4686131425161,Affluent,Single,44.0,2332.0,773.0,1.0,0.0,,0
3805,1.0,,High School,,2.0,27.0,,40.0,Germany,0.0,0.0,,,,,Single,,4612.0,,,115409.18,2.0,0
3806,1.0,Female,,Default risk,0.0,,Fomin,,Germany,2.0,,132480.75,,160.046783742273,High Net Worth,Divorced,74.0,5166.0,,0.0,144753.21,1.0,0
3807,1.0,,High School,No loan,,29.0,Anderson,,,0.0,1.0,124364.63,,42.6638324938251,Mass Market,Married,60.0,,730.0,,0.0,,0
3808,,,University,,10.0,27.0,Troupe,24.0,France,0.0,1.0,119927.81,,138.872971886786,Mass Market,,82.0,4698.0,575.0,,,,0
3809,9.0,,High School,No loan,9.0,29.0,,,,0.0,1.0,108761.05,0.0,37.085378432203,Mass Market,Married,30.0,236.0,644.0,,95441.27,1.0,1
3810,4.0,,High School,,9.0,,,37.0,France,,1.0,115260.72,1.0,121.5013263816,,,60.0,,657.0,1.0,82500.28,,0
3812,3.0,,University,No loan,10.0,40.0,Nwankwo,36.0,France,0.0,1.0,,1.0,83.7729806781282,,,40.0,4754.0,825.0,1.0,146053.66,1.0,0
3813,5.0,,High School,,,33.0,,41.0,Germany,0.0,1.0,176945.96,0.0,,,Single,,5835.0,783.0,1.0,106640.5,,0
3814,9.0,Female,University,No loan,8.0,31.0,,38.0,France,0.0,1.0,132809.18,1.0,111.202936137643,Mass Market,Married,75.0,2502.0,659.0,1.0,0.0,2.0,0
3815,10.0,Male,Postgraduate,,3.0,,,40.0,Germany,1.0,1.0,14113.11,,,High Net Worth,Divorced,,5371.0,,,137456.28,2.0,0
3816,,,Other,Default risk,0.0,34.0,,39.0,Spain,3.0,0.0,102763.69,0.0,,High Net Worth,Widowed,,2614.0,,,0.0,2.0,0
3817,9.0,,University,,,35.0,Douglas,43.0,Germany,0.0,,82081.35,1.0,68.5970389664973,Mass Market,Married,,2744.0,654.0,1.0,84673.17,2.0,0
3818,8.0,Male,University,,10.0,,Wright,37.0,Spain,0.0,0.0,66013.27,,108.646172437243,Mass Market,Married,,625.0,788.0,1.0,141541.25,,0
3819,5.0,Female,High School,No loan,9.0,,,,,0.0,,72462.25,,269.597258798361,Affluent,Single,66.0,6373.0,608.0,1.0,0.0,2.0,0
3820,,,Postgraduate,Active loan,1.0,35.0,Kang,43.0,Spain,1.0,1.0,149457.81,,63.0678177528623,High Net Worth,,45.0,2246.0,577.0,0.0,,2.0,0
3821,1.0,,Postgraduate,Active loan,7.0,,,31.0,France,1.0,,27073.81,0.0,137.097632876128,,Divorced,,3273.0,,0.0,,2.0,0
3822,,Male,Postgraduate,Active loan,3.0,38.0,Wallace,30.0,France,1.0,1.0,55400.17,1.0,104.785703969859,,Divorced,58.0,1679.0,676.0,0.0,128207.23,,0
3823,2.0,Male,Other,,0.0,29.0,,,,,1.0,26578.69,0.0,213.573270616757,High Net Worth,,54.0,2136.0,,,,1.0,0
3824,8.0,Male,High School,Active loan,4.0,,Coburn,43.0,Spain,0.0,,178187.28,,,,Single,46.0,3699.0,569.0,0.0,,2.0,0
3825,1.0,Female,High School,Active loan,5.0,41.0,Chukwubuikem,30.0,Germany,0.0,,16146.0,1.0,99.2182421986972,,Single,89.0,,678.0,,,,0
3826,1.0,Female,University,,,,Hamilton,42.0,Spain,0.0,1.0,16500.66,,25.6995814299883,Mass Market,,81.0,,807.0,1.0,0.0,,1
3827,10.0,Male,Other,,0.0,38.0,Davison,24.0,Spain,,0.0,47997.39,,,,,51.0,3045.0,,0.0,68781.82,1.0,0
3828,5.0,,,No loan,8.0,31.0,Yusupova,,France,,1.0,129892.93,,79.0389779304039,Mass Market,Married,53.0,250.0,582.0,1.0,0.0,2.0,0
3829,,Female,,,10.0,23.0,Monds,,,,0.0,112202.64,0.0,196.477988629591,Mass Market,Married,51.0,,,1.0,98759.89,1.0,0
3830,2.0,Female,University,No loan,10.0,,Andrews,,,0.0,,34548.74,0.0,149.439754715682,Mass Market,Married,,901.0,734.0,1.0,,1.0,0
3831,4.0,Male,High School,,6.0,23.0,Dolgorukova,27.0,France,0.0,1.0,164223.7,1.0,90.7382267893117,Affluent,Single,61.0,4965.0,521.0,0.0,121325.84,1.0,1
3832,0.0,,High School,No loan,,27.0,,36.0,France,0.0,1.0,46811.77,,162.826746683965,,Married,64.0,3962.0,709.0,,0.0,,0
3833,6.0,Female,High School,Active loan,,40.0,Ferri,41.0,,0.0,1.0,17536.82,0.0,,Affluent,Single,57.0,4691.0,657.0,0.0,,1.0,0
3834,,Male,,No loan,,34.0,Tsao,32.0,,0.0,,116052.92,1.0,,Mass Market,,67.0,2825.0,,1.0,0.0,2.0,0
3835,2.0,,University,No loan,10.0,22.0,Henderson,,,0.0,,10772.13,,112.322168495559,Mass Market,Married,57.0,3631.0,,1.0,0.0,2.0,0
3836,,,,Default risk,0.0,25.0,Siciliano,33.0,France,3.0,0.0,122925.4,0.0,86.2632501692957,High Net Worth,Widowed,60.0,4850.0,587.0,0.0,,1.0,0
3837,3.0,,University,No loan,,19.0,Campbell,58.0,France,0.0,0.0,,1.0,,,Married,69.0,,,,,2.0,0
3838,8.0,Male,University,No loan,10.0,32.0,Okagbue,51.0,,0.0,0.0,168773.54,,71.0922888063151,,Married,,,516.0,1.0,120124.35,2.0,0
3839,5.0,Male,University,,10.0,27.0,Bateman,66.0,,0.0,,,,50.5703842486784,,Married,,,675.0,,115654.47,2.0,0
3840,,Male,,Active loan,3.0,33.0,Watt,,Germany,,0.0,166165.93,0.0,126.650099374132,High Net Worth,Divorced,38.0,2662.0,688.0,0.0,,1.0,1
3841,8.0,Female,Other,Default risk,0.0,34.0,Henry,40.0,Germany,3.0,0.0,61164.45,0.0,53.7667401037314,High Net Worth,Widowed,40.0,6317.0,608.0,,121729.42,1.0,0
3842,8.0,,University,,9.0,,,30.0,Spain,0.0,,80676.83,1.0,85.1989469968809,,,74.0,3690.0,,1.0,145241.63,1.0,0
3843,8.0,Male,University,No loan,10.0,,Laurie,24.0,France,,0.0,92612.88,,136.142155906686,Mass Market,Married,,1971.0,,1.0,0.0,,0
3844,5.0,Female,University,,,,Chambers,39.0,Germany,0.0,1.0,173683.0,,40.9963153011864,Mass Market,Married,,455.0,,1.0,135134.99,1.0,1
3845,9.0,,,Active loan,,27.0,Sun,29.0,Spain,,0.0,,1.0,,Affluent,Single,,697.0,610.0,0.0,0.0,3.0,0
3846,3.0,Male,University,,10.0,24.0,Fields,,,0.0,0.0,198926.36,1.0,151.972830530125,Mass Market,,,950.0,,1.0,0.0,2.0,0
3847,2.0,Male,High School,Active loan,7.0,,Cartwright,32.0,France,,0.0,9468.64,1.0,,,,33.0,,,0.0,,2.0,0
3848,,Male,University,No loan,10.0,25.0,Lloyd,51.0,France,0.0,,171587.9,,105.333666271528,,Married,56.0,4106.0,631.0,1.0,,1.0,0
3849,1.0,Male,,No loan,10.0,20.0,,,Germany,0.0,0.0,,0.0,88.5735449424221,,Married,57.0,3406.0,613.0,1.0,,3.0,1
3850,0.0,Male,Postgraduate,Active loan,3.0,,Kao,31.0,Germany,1.0,,33099.41,0.0,96.1529276180792,High Net Worth,Divorced,50.0,3766.0,510.0,0.0,,1.0,1
3851,6.0,Male,University,No loan,9.0,35.0,,,,,1.0,113033.73,1.0,95.6395830831949,Mass Market,Married,39.0,1740.0,727.0,1.0,140418.81,1.0,1
3852,6.0,,Postgraduate,Active loan,1.0,26.0,Yeh,29.0,,1.0,,,,,,,55.0,1813.0,660.0,0.0,,1.0,0
3854,,Male,High School,No loan,,,Chiabuotu,30.0,France,0.0,1.0,100843.82,0.0,152.18995416719,Mass Market,Married,54.0,,572.0,,117696.67,1.0,0
3855,2.0,Female,,,8.0,34.0,Trevisani,32.0,Spain,0.0,0.0,131301.74,0.0,65.2108877984278,Mass Market,Married,86.0,2496.0,,1.0,,1.0,0
3856,5.0,,High School,Active loan,,28.0,Frater,,Germany,0.0,0.0,140857.76,1.0,127.649560220899,,Single,79.0,1725.0,537.0,1.0,100727.5,1.0,1
3857,5.0,Female,,No loan,,,,34.0,France,,,,,,Mass Market,Married,47.0,2249.0,552.0,1.0,,2.0,0
3858,4.0,Female,,No loan,9.0,,Obiajulu,,Germany,,0.0,131007.18,0.0,74.6716621227251,Affluent,Single,,3210.0,,1.0,121898.82,1.0,0
3859,4.0,Female,University,No loan,,26.0,,,,0.0,0.0,50743.83,1.0,64.693517819109,Mass Market,Married,37.0,,,,79144.34,,0
3860,,Female,University,,8.0,23.0,McKay,,France,0.0,,,0.0,118.064547157622,Mass Market,,39.0,6081.0,821.0,1.0,0.0,2.0,0
3862,3.0,Female,Other,,0.0,33.0,Horton,21.0,Germany,3.0,1.0,164537.17,1.0,72.697448077857,High Net Worth,,,,,,,,0
3863,9.0,,University,No loan,8.0,24.0,,58.0,France,0.0,,35825.18,1.0,62.0334771287712,Mass Market,Married,66.0,1811.0,763.0,,187911.55,,0
3865,,Female,Postgraduate,,,,Ts'ui,67.0,Spain,1.0,,51219.8,1.0,,High Net Worth,Divorced,46.0,674.0,,0.0,,2.0,0
3866,,,High School,,5.0,,Chukwukadibia,41.0,France,0.0,1.0,137180.95,1.0,,Affluent,Single,74.0,,735.0,1.0,179904.0,1.0,0
3867,1.0,,University,,9.0,,,27.0,,0.0,1.0,,1.0,148.537706295395,Mass Market,Married,85.0,2152.0,,,74298.43,1.0,0
3868,7.0,Female,University,No loan,,25.0,Costa,31.0,,,1.0,,1.0,137.780985881065,Mass Market,Married,78.0,1481.0,,1.0,,2.0,0
3869,7.0,Male,,Active loan,,31.0,Schiavone,,France,,0.0,119348.28,1.0,79.5488215368911,Affluent,,,3296.0,,,0.0,1.0,0
3870,2.0,Male,Postgraduate,Default risk,1.0,21.0,Cattaneo,18.0,,2.0,,129654.22,0.0,230.194353008962,,Divorced,82.0,2615.0,,0.0,176139.5,,0
3871,0.0,,High School,,9.0,27.0,Iroawuchi,,France,0.0,0.0,36923.67,1.0,,Affluent,Single,,4876.0,651.0,1.0,181821.96,,1
3872,2.0,,University,No loan,,31.0,Lorenzo,25.0,Germany,,1.0,,1.0,134.979762530078,Mass Market,Married,,,653.0,1.0,158266.42,,0
3873,,Female,University,,10.0,30.0,Skinner,,France,,1.0,7667.48,,,,Married,68.0,2420.0,657.0,1.0,,2.0,0
3874,10.0,,,,,28.0,Challis,42.0,France,,0.0,171099.22,,128.951004582357,Mass Market,,64.0,4874.0,,1.0,,,0
3875,2.0,Male,,,,,Graham,,France,1.0,0.0,197145.89,0.0,53.0405625265955,High Net Worth,Divorced,,2177.0,693.0,0.0,,,0
3876,,,University,No loan,10.0,26.0,Genovese,36.0,,0.0,,62722.44,,56.4362616811437,Mass Market,Married,64.0,814.0,850.0,1.0,,1.0,0
3877,8.0,Male,High School,No loan,9.0,24.0,,,Spain,0.0,1.0,135536.72,,85.4336146984041,Affluent,Single,48.0,,,,,,0
3878,1.0,,High School,No loan,,23.0,,43.0,,0.0,,167179.48,1.0,140.621724539645,Affluent,Single,,4086.0,749.0,,124209.02,1.0,0
3879,5.0,Female,University,No loan,,,Doyne,,Spain,,1.0,,1.0,103.507019925482,Mass Market,Married,59.0,,762.0,1.0,,,0
3880,1.0,Female,University,No loan,,29.0,Kruglov,,France,0.0,0.0,123454.62,,,Mass Market,,51.0,1264.0,577.0,1.0,180530.51,1.0,0
3881,,Male,,No loan,8.0,,Dore,,France,0.0,1.0,80963.92,0.0,124.689688418372,Mass Market,Married,42.0,,699.0,1.0,0.0,1.0,0
3882,,,University,No loan,,27.0,,43.0,Germany,0.0,1.0,87537.32,,63.970234714855,Mass Market,Married,68.0,2430.0,769.0,1.0,110182.54,2.0,0
3883,,Male,University,No loan,10.0,36.0,Chiagoziem,31.0,,0.0,1.0,71009.84,1.0,74.8301603267127,Mass Market,Married,51.0,2766.0,709.0,1.0,,2.0,0
3884,5.0,Male,University,No loan,8.0,28.0,,,Germany,0.0,0.0,139297.71,0.0,,,Married,63.0,,618.0,,157955.83,,0
3885,4.0,Female,,No loan,9.0,,,,,,1.0,166694.93,,82.1264166950618,,Married,75.0,,674.0,1.0,126605.14,,0
3886,,Female,University,No loan,10.0,29.0,Bednall,42.0,,0.0,1.0,38152.01,,118.758947092175,Mass Market,Married,57.0,,652.0,1.0,0.0,2.0,0
3887,3.0,Male,High School,No loan,9.0,,Onwubiko,,France,,1.0,199727.72,1.0,,Mass Market,,73.0,4265.0,757.0,,75381.15,,0
3889,,Female,High School,Active loan,6.0,25.0,,,France,,0.0,,,130.302260672473,Affluent,Single,,2896.0,510.0,0.0,136214.08,,0
3890,2.0,Female,University,No loan,8.0,35.0,Ni,,Germany,0.0,0.0,113291.75,1.0,110.399128944344,Mass Market,Married,,3104.0,635.0,1.0,79064.85,,0
3891,,Male,High School,No loan,2.0,,Loggia,38.0,,,0.0,15378.75,,267.860257649584,Affluent,Single,67.0,,,,126152.84,1.0,0
3892,3.0,Male,University,No loan,,29.0,Artemieva,,Germany,,,134589.58,1.0,,,Married,62.0,,733.0,1.0,106545.53,,0
3893,3.0,Female,,,4.0,,,67.0,,0.0,,43486.73,1.0,235.036744782925,,Single,45.0,1344.0,,,0.0,2.0,0
3894,3.0,,High School,,4.0,,Otutodilinna,,France,0.0,1.0,62700.08,1.0,92.0770895632462,Affluent,,40.0,,713.0,0.0,,2.0,0
3895,7.0,Male,University,No loan,,,,41.0,France,,,61018.85,1.0,124.109504559208,Mass Market,Married,36.0,4222.0,721.0,1.0,0.0,2.0,0
3896,4.0,,High School,,,,,,,0.0,1.0,,0.0,145.814795056286,Affluent,Single,60.0,,659.0,1.0,132578.92,,0
3897,,Female,High School,Active loan,5.0,24.0,,52.0,Germany,0.0,0.0,,0.0,85.8311507264362,Affluent,Single,,6472.0,624.0,1.0,133723.43,,1
3898,10.0,Female,University,No loan,8.0,,Maslov,39.0,,,1.0,171971.25,0.0,75.4906013313644,Mass Market,Married,,,704.0,1.0,,,1
3899,7.0,Female,Postgraduate,Active loan,,34.0,Tsao,43.0,France,1.0,,,1.0,,High Net Worth,Divorced,74.0,2163.0,569.0,,0.0,2.0,0
3900,4.0,Male,Postgraduate,,1.0,38.0,Chibuzo,,,,1.0,5635.63,1.0,158.984839978374,High Net Worth,Divorced,54.0,1736.0,583.0,,107041.3,,0
3902,,Female,,Default risk,0.0,31.0,Bess,44.0,France,3.0,1.0,58652.23,1.0,,High Net Worth,Widowed,61.0,,648.0,0.0,0.0,2.0,0
3903,6.0,Female,High School,Active loan,6.0,,Walker,,France,,,,1.0,76.5094463940556,,Single,,5706.0,,0.0,132129.72,1.0,0
3904,,,,,,25.0,Davison,38.0,France,0.0,0.0,148977.72,1.0,,Affluent,Single,38.0,2973.0,,1.0,106831.69,1.0,0
3905,,Male,University,No loan,,,Marino,,Germany,,1.0,,,,Mass Market,Married,,3323.0,749.0,,144768.94,1.0,1
3906,6.0,Female,Postgraduate,,1.0,30.0,,,France,,0.0,104118.93,0.0,71.5274388703182,,,27.0,5855.0,,,145644.05,1.0,0
3907,5.0,,University,,,21.0,Docherty,23.0,,0.0,0.0,164128.41,0.0,,Mass Market,Married,,850.0,,1.0,0.0,1.0,1
3908,2.0,Female,High School,,7.0,26.0,Martin,56.0,,0.0,1.0,25222.6,1.0,,,Single,49.0,3956.0,,0.0,0.0,,1
3909,2.0,Male,Postgraduate,Active loan,3.0,37.0,Saunders,29.0,,1.0,,170421.13,1.0,,,Divorced,54.0,6391.0,738.0,,0.0,,0
3910,,,Postgraduate,Active loan,1.0,,Grover,26.0,France,1.0,,146785.44,,61.3580913150053,,Divorced,58.0,2027.0,727.0,0.0,121508.28,1.0,0
3911,,Male,Postgraduate,Active loan,3.0,,Lo,38.0,,,0.0,104393.78,,121.829399775012,High Net Worth,Divorced,83.0,5003.0,769.0,,0.0,,0
3913,6.0,Female,,Active loan,,29.0,Artemiev,37.0,,0.0,,193995.37,,227.818586175819,Affluent,Single,,,573.0,1.0,,2.0,0
3914,8.0,Male,,Active loan,,,Victor,,France,,,98208.62,,68.9233973334372,Affluent,Single,71.0,6910.0,544.0,,0.0,1.0,0
3915,,Female,,No loan,8.0,26.0,Hand,56.0,France,,,124954.56,1.0,148.368709027429,Mass Market,Married,,4407.0,604.0,1.0,62732.65,,0
3916,1.0,,,,0.0,29.0,Rizzo,32.0,,3.0,,1703.58,0.0,274.134492004117,High Net Worth,Widowed,34.0,5007.0,712.0,0.0,0.0,,0
3917,2.0,,Postgraduate,Active loan,3.0,33.0,Martin,33.0,,1.0,1.0,146192.4,1.0,67.037969410716,High Net Worth,Divorced,67.0,5608.0,746.0,0.0,,2.0,0
3918,2.0,,,No loan,,,Bonwick,43.0,Germany,0.0,1.0,,0.0,,Mass Market,Married,62.0,,602.0,,,4.0,1
3919,5.0,,High School,Active loan,4.0,30.0,Russell,,France,0.0,1.0,62280.91,,,Affluent,Single,52.0,,724.0,,117866.92,1.0,0
3920,5.0,,Postgraduate,Active loan,3.0,31.0,,22.0,France,1.0,1.0,,1.0,100.190256066353,High Net Worth,Divorced,72.0,,521.0,0.0,,2.0,0
3921,2.0,,University,,,28.0,Young,,,0.0,1.0,,,43.6253257690679,Mass Market,Married,35.0,21.0,,,136815.64,1.0,0
3923,,Female,,Active loan,4.0,,Hamilton,40.0,,,0.0,,,,Affluent,Single,63.0,5251.0,748.0,,103499.09,2.0,0
3924,2.0,Male,University,No loan,,,Walker,36.0,France,0.0,0.0,70758.37,0.0,75.1313429690026,Mass Market,,39.0,755.0,712.0,1.0,,,1
3925,0.0,Male,High School,No loan,5.0,,Abron,,France,,1.0,128400.62,0.0,41.7969147073478,Affluent,Single,83.0,5898.0,708.0,1.0,0.0,1.0,0
3926,1.0,Female,,No loan,,,,62.0,France,0.0,0.0,58381.77,1.0,72.5147004221562,Mass Market,,63.0,2460.0,,,107735.93,,0
3929,,Male,University,No loan,8.0,27.0,Cheng,38.0,France,0.0,,,,,Mass Market,Married,,6887.0,584.0,1.0,115341.55,,0
3930,1.0,Male,High School,Active loan,4.0,38.0,T'an,,Spain,,0.0,16287.38,,198.385552198781,,,78.0,1237.0,,0.0,141038.57,2.0,0
3931,8.0,,,,,25.0,Ejimofor,,,3.0,1.0,61349.37,0.0,40.0530231380701,High Net Worth,,74.0,753.0,796.0,0.0,,2.0,0
3932,3.0,,,Active loan,,26.0,North,41.0,France,0.0,1.0,14357.0,,,,Single,,4829.0,698.0,0.0,90605.29,1.0,0
3933,7.0,Female,High School,,9.0,27.0,,,France,0.0,1.0,,1.0,234.245011791749,Mass Market,Married,56.0,,556.0,1.0,0.0,2.0,0
3934,,,University,No loan,10.0,,Russo,40.0,France,0.0,1.0,107047.92,,109.097596158086,Mass Market,Married,65.0,798.0,617.0,,,2.0,0
3935,1.0,,,No loan,,24.0,Okwuoma,46.0,France,,,161125.67,1.0,98.5909060163485,,Single,,3295.0,629.0,,130666.2,1.0,1
3936,,,,Active loan,4.0,,Davidson,68.0,,,,184936.77,,68.4006063921812,,Single,43.0,,672.0,0.0,,,0
3937,8.0,Male,High School,Active loan,5.0,31.0,,22.0,,0.0,,127587.22,,,,Single,,246.0,543.0,1.0,0.0,,0
3938,6.0,Male,High School,No loan,,,Sabbatini,49.0,Germany,0.0,1.0,195813.81,0.0,103.365085023813,Affluent,Single,,,610.0,1.0,,,1
3939,8.0,,High School,No loan,2.0,31.0,Chimaobim,49.0,Germany,,,,0.0,,,Single,37.0,4745.0,681.0,1.0,142946.18,1.0,1
3940,8.0,Male,University,No loan,,31.0,Zito,34.0,Spain,0.0,0.0,47972.65,,45.5676447442099,Mass Market,Married,,3414.0,621.0,1.0,0.0,1.0,0
3941,9.0,Female,Other,Default risk,,,,35.0,Germany,,1.0,48217.97,0.0,154.13639745883,High Net Worth,Widowed,45.0,,842.0,,119948.09,1.0,1
3942,7.0,Female,High School,No loan,2.0,29.0,Phelan,31.0,,0.0,1.0,,0.0,108.15832731303,Affluent,Single,67.0,2348.0,664.0,,104158.84,1.0,0
3943,1.0,Male,Postgraduate,Active loan,3.0,36.0,Nwachukwu,34.0,France,1.0,,176763.27,1.0,170.93088923295,High Net Worth,Divorced,,4860.0,528.0,0.0,125566.9,1.0,0
3944,3.0,Female,High School,No loan,9.0,30.0,,31.0,,0.0,1.0,140451.52,,189.66515499731,Mass Market,Married,79.0,298.0,,,124328.84,1.0,0
3945,2.0,Male,,No loan,8.0,37.0,,39.0,Spain,0.0,1.0,18719.67,1.0,32.5337546214024,,,,252.0,,,81273.13,,0
3946,7.0,Female,High School,,,32.0,,,Germany,0.0,1.0,190746.38,,199.693449312361,Affluent,,46.0,,718.0,,93148.74,2.0,0
3947,10.0,Female,,No loan,,,Elder,26.0,Germany,0.0,1.0,96792.15,0.0,46.460990244329,,Married,69.0,3949.0,,,,2.0,0
3948,3.0,Female,University,No loan,9.0,25.0,Hamilton,37.0,,0.0,1.0,91086.73,,144.437769564703,Mass Market,Married,,2570.0,635.0,,0.0,2.0,0
3949,5.0,Male,University,No loan,,,Gibson,,Germany,0.0,0.0,,1.0,114.296230884978,,Married,,3721.0,742.0,1.0,,,1
3950,,Male,High School,Active loan,5.0,,Yuan,,France,,,137696.25,1.0,,,Single,27.0,2950.0,,1.0,,1.0,0
3951,,Male,,Active loan,6.0,36.0,,,,0.0,1.0,55775.84,1.0,150.471232994084,,Single,40.0,2822.0,,0.0,0.0,1.0,1
3952,2.0,Female,,Active loan,3.0,29.0,,25.0,,1.0,,48197.06,,101.239971761645,,Divorced,59.0,5503.0,,0.0,111395.53,,0
3953,5.0,Female,High School,No loan,,29.0,Monaldo,37.0,Germany,,1.0,118591.67,0.0,67.1581882753894,,Single,42.0,,730.0,,,,0
3954,5.0,Female,Postgraduate,Active loan,3.0,,McConnell,63.0,,1.0,,28092.77,0.0,73.7428503903509,High Net Worth,Divorced,80.0,2959.0,637.0,,,1.0,1
3955,3.0,Male,University,No loan,8.0,29.0,Durant,33.0,,,1.0,2739.71,1.0,41.1457359575438,,Married,62.0,,434.0,1.0,0.0,,0
3956,4.0,,University,No loan,,27.0,,,France,0.0,1.0,189995.86,0.0,56.2416230729525,,Married,81.0,772.0,595.0,1.0,0.0,2.0,0
3957,,Female,University,No loan,,29.0,Niu,46.0,Spain,0.0,,156425.57,,,,Married,47.0,,,1.0,89743.05,1.0,1
3958,7.0,Male,University,,,32.0,Stanley,28.0,,,,7797.01,0.0,201.742612039831,Mass Market,Married,,612.0,,,0.0,2.0,0
3959,7.0,Male,Postgraduate,,,21.0,,42.0,France,1.0,1.0,80428.42,1.0,,High Net Worth,,36.0,,743.0,,77002.2,2.0,0
3960,4.0,,High School,No loan,2.0,27.0,Martel,,Spain,,1.0,129149.06,0.0,119.375297674085,Affluent,,,3438.0,660.0,,,2.0,0
3961,,,,No loan,8.0,,Tuan,74.0,Germany,0.0,1.0,,,79.5033434313593,,,,,640.0,1.0,,1.0,0
3962,10.0,Female,High School,,2.0,26.0,Shaw,,,0.0,0.0,76614.04,0.0,145.542752065286,Affluent,Single,,4374.0,,1.0,,,0
3963,8.0,Male,University,,9.0,,K?,26.0,France,0.0,0.0,197911.52,1.0,,Mass Market,,,,,,149542.52,2.0,0
3964,7.0,Female,,No loan,,,Khan,55.0,,,1.0,101515.76,1.0,,,Single,69.0,3239.0,642.0,1.0,,,0
3965,1.0,Female,High School,Active loan,,29.0,Okoli,,France,0.0,1.0,37769.98,1.0,176.739302508991,,Single,53.0,6544.0,,1.0,,2.0,0
3966,5.0,,High School,No loan,,32.0,Burke,30.0,France,0.0,1.0,54926.51,,62.1837135370486,Affluent,,,428.0,566.0,1.0,0.0,1.0,1
3967,7.0,Female,University,No loan,8.0,32.0,,33.0,,0.0,0.0,60013.17,,89.4473569095028,,Married,,5425.0,,1.0,127837.54,1.0,0
3968,9.0,Male,University,No loan,10.0,24.0,Riggs,,Germany,,1.0,78566.64,0.0,,,Married,70.0,738.0,613.0,1.0,67111.65,1.0,1
3969,,Female,High School,Active loan,7.0,,,34.0,France,0.0,,113046.81,,81.349698035609,Affluent,,48.0,5018.0,,0.0,109564.1,1.0,0
3970,1.0,,,Default risk,,22.0,Toscano,31.0,,2.0,1.0,,1.0,,High Net Worth,Divorced,,3309.0,670.0,,,,0
3971,4.0,Male,University,No loan,,36.0,,20.0,,,1.0,,,,Mass Market,Married,41.0,3727.0,685.0,1.0,104719.94,2.0,0
3972,6.0,Female,,,4.0,28.0,McGregor,32.0,France,0.0,0.0,,0.0,43.8716754031235,Affluent,Single,,,476.0,,111871.93,1.0,0
3973,4.0,Male,,Active loan,,34.0,Chibugo,,Spain,,,85148.78,,,Affluent,Single,65.0,6405.0,,0.0,92930.92,1.0,0
3974,9.0,Male,University,,8.0,22.0,Fernie,,France,0.0,,,0.0,89.5022702251356,,Married,,96.0,,1.0,,1.0,0
3975,8.0,Female,University,,,25.0,Wei,31.0,Spain,0.0,0.0,115337.74,0.0,82.349746767487,Mass Market,,67.0,1952.0,698.0,,185078.26,1.0,1
3976,,Female,,Active loan,3.0,29.0,,51.0,Germany,,1.0,,1.0,140.033476040822,High Net Worth,Divorced,42.0,,628.0,,155903.82,2.0,0
3977,3.0,Male,University,No loan,,27.0,,51.0,,,,20856.31,1.0,74.3287836865318,Mass Market,Married,,2021.0,534.0,1.0,0.0,2.0,0
3978,7.0,Female,University,No loan,9.0,27.0,Stanley,42.0,France,,,22974.01,1.0,190.493332062867,Mass Market,Married,27.0,,649.0,,,2.0,0
3979,8.0,,University,No loan,,25.0,Dominguez,43.0,France,,,9704.66,0.0,94.8716604842931,,,41.0,3474.0,,1.0,0.0,2.0,0
3980,5.0,Female,University,No loan,10.0,23.0,Chang,56.0,Spain,,,,0.0,49.949669979296,,Married,69.0,2212.0,795.0,1.0,0.0,1.0,1
